uf;2001-08-17;16.029,24
uf;2001-08-18;16.028,20
uf;2001-08-19;16.027,17
uf;2001-08-20;16.026,13
uf;2001-08-21;16.025,10
uf;2001-08-22;16.024,06
uf;2001-08-23;16.023,03
uf;2001-08-24;16.021,99
uf;2001-08-25;16.020,96
uf;2001-08-26;16.019,92
uf;2001-08-27;16.018,89
uf;2001-08-28;16.017,85
uf;2001-08-29;16.016,82
uf;2001-08-30;16.015,78
uf;2001-08-31;16.014,75
uf;2001-09-01;16.013,72
uf;2001-09-02;16.012,68
uf;2001-09-03;16.011,65
uf;2001-09-04;16.010,61
uf;2001-09-05;16.009,58
uf;2001-09-06;16.008,55
uf;2001-09-07;16.007,51
uf;2001-09-08;16.006,48
uf;2001-09-09;16.005,44
uf;2001-09-10;16.009,69
uf;2001-09-11;16.013,94
uf;2001-09-12;16.018,20
uf;2001-09-13;16.022,45
uf;2001-09-14;16.026,71
uf;2001-09-15;16.030,97
uf;2001-09-16;16.035,23
uf;2001-09-17;16.039,49
uf;2001-09-18;16.043,75
uf;2001-09-19;16.048,01
uf;2001-09-20;16.052,27
uf;2001-09-21;16.056,54
uf;2001-09-22;16.060,80
uf;2001-09-23;16.065,07
uf;2001-09-24;16.069,33
uf;2001-09-25;16.073,60
uf;2001-09-26;16.077,87
uf;2001-09-27;16.082,14
uf;2001-09-28;16.086,42
uf;2001-09-29;16.090,69
uf;2001-09-30;16.094,96
uf;2001-10-01;16.099,24
uf;2001-10-02;16.103,52
uf;2001-10-03;16.107,79
uf;2001-10-04;16.112,07
uf;2001-10-05;16.116,35
uf;2001-10-06;16.120,63
uf;2001-10-07;16.124,92
uf;2001-10-08;16.129,20
uf;2001-10-09;16.133,48
uf;2001-10-10;16.137,11
uf;2001-10-11;16.140,74
uf;2001-10-12;16.144,37
uf;2001-10-13;16.148,01
uf;2001-10-14;16.151,64
uf;2001-10-15;16.155,28
uf;2001-10-16;16.158,91
uf;2001-10-17;16.162,55
uf;2001-10-18;16.166,19
uf;2001-10-19;16.169,82
uf;2001-10-20;16.173,46
uf;2001-10-21;16.177,10
uf;2001-10-22;16.180,74
uf;2001-10-23;16.184,39
uf;2001-10-24;16.188,03
uf;2001-10-25;16.191,67
uf;2001-10-26;16.195,31
uf;2001-10-27;16.198,96
uf;2001-10-28;16.202,60
uf;2001-10-29;16.206,25
uf;2001-10-30;16.209,90
uf;2001-10-31;16.213,55
uf;2001-11-01;16.217,19
uf;2001-11-02;16.220,84
uf;2001-11-03;16.224,49
uf;2001-11-04;16.228,15
uf;2001-11-05;16.231,80
uf;2001-11-06;16.235,45
uf;2001-11-07;16.239,10
uf;2001-11-08;16.242,76
uf;2001-11-09;16.246,41
uf;2001-11-10;16.246,95
uf;2001-11-11;16.247,49
uf;2001-11-12;16.248,03
uf;2001-11-13;16.248,58
uf;2001-11-14;16.249,12
uf;2001-11-15;16.249,66
uf;2001-11-16;16.250,20
uf;2001-11-17;16.250,74
uf;2001-11-18;16.251,28
uf;2001-11-19;16.251,82
uf;2001-11-20;16.252,37
uf;2001-11-21;16.252,91
uf;2001-11-22;16.253,45
uf;2001-11-23;16.253,99
uf;2001-11-24;16.254,53
uf;2001-11-25;16.255,07
uf;2001-11-26;16.255,61
uf;2001-11-27;16.256,16
uf;2001-11-28;16.256,70
uf;2001-11-29;16.257,24
uf;2001-11-30;16.257,78
uf;2001-12-01;16.258,32
uf;2001-12-02;16.258,86
uf;2001-12-03;16.259,41
uf;2001-12-04;16.259,95
uf;2001-12-05;16.260,49
uf;2001-12-06;16.261,03
uf;2001-12-07;16.261,57
uf;2001-12-08;16.262,11
uf;2001-12-09;16.262,66
uf;2001-12-10;16.262,66
uf;2001-12-11;16.262,66
uf;2001-12-12;16.262,66
uf;2001-12-13;16.262,66
uf;2001-12-14;16.262,66
uf;2001-12-15;16.262,66
uf;2001-12-16;16.262,66
uf;2001-12-17;16.262,66
uf;2001-12-18;16.262,66
uf;2001-12-19;16.262,66
uf;2001-12-20;16.262,66
uf;2001-12-21;16.262,66
uf;2001-12-22;16.262,66
uf;2001-12-23;16.262,66
uf;2001-12-24;16.262,66
uf;2001-12-25;16.262,66
uf;2001-12-26;16.262,66
uf;2001-12-27;16.262,66
uf;2001-12-28;16.262,66
uf;2001-12-29;16.262,66
uf;2001-12-30;16.262,66
uf;2001-12-31;16.262,66
uf;2002-01-01;16.262,66
uf;2002-01-02;16.262,66
uf;2002-01-03;16.262,66
uf;2002-01-04;16.262,66
uf;2002-01-05;16.262,66
uf;2002-01-06;16.262,66
uf;2002-01-07;16.262,66
uf;2002-01-08;16.262,66
uf;2002-01-09;16.262,66
uf;2002-01-10;16.261,08
uf;2002-01-11;16.259,51
uf;2002-01-12;16.257,93
uf;2002-01-13;16.256,36
uf;2002-01-14;16.254,78
uf;2002-01-15;16.253,21
uf;2002-01-16;16.251,63
uf;2002-01-17;16.250,06
uf;2002-01-18;16.248,48
uf;2002-01-19;16.246,91
uf;2002-01-20;16.245,33
uf;2002-01-21;16.243,76
uf;2002-01-22;16.242,18
uf;2002-01-23;16.240,61
uf;2002-01-24;16.239,03
uf;2002-01-25;16.237,46
uf;2002-01-26;16.235,89
uf;2002-01-27;16.234,31
uf;2002-01-28;16.232,74
uf;2002-01-29;16.231,17
uf;2002-01-30;16.229,59
uf;2002-01-31;16.228,02
uf;2002-02-01;16.226,45
uf;2002-02-02;16.224,88
uf;2002-02-03;16.223,30
uf;2002-02-04;16.221,73
uf;2002-02-05;16.220,16
uf;2002-02-06;16.218,59
uf;2002-02-07;16.217,02
uf;2002-02-08;16.215,44
uf;2002-02-09;16.213,87
uf;2002-02-10;16.213,29
uf;2002-02-11;16.212,71
uf;2002-02-12;16.212,13
uf;2002-02-13;16.211,55
uf;2002-02-14;16.210,97
uf;2002-02-15;16.210,39
uf;2002-02-16;16.209,82
uf;2002-02-17;16.209,24
uf;2002-02-18;16.208,66
uf;2002-02-19;16.208,08
uf;2002-02-20;16.207,50
uf;2002-02-21;16.206,92
uf;2002-02-22;16.206,34
uf;2002-02-23;16.205,76
uf;2002-02-24;16.205,18
uf;2002-02-25;16.204,60
uf;2002-02-26;16.204,02
uf;2002-02-27;16.203,44
uf;2002-02-28;16.202,87
uf;2002-03-01;16.202,29
uf;2002-03-02;16.201,71
uf;2002-03-03;16.201,13
uf;2002-03-04;16.200,55
uf;2002-03-05;16.199,97
uf;2002-03-06;16.199,39
uf;2002-03-07;16.198,81
uf;2002-03-08;16.198,23
uf;2002-03-09;16.197,66
uf;2002-03-10;16.197,66
uf;2002-03-11;16.197,66
uf;2002-03-12;16.197,66
uf;2002-03-13;16.197,66
uf;2002-03-14;16.197,66
uf;2002-03-15;16.197,66
uf;2002-03-16;16.197,66
uf;2002-03-17;16.197,66
uf;2002-03-18;16.197,66
uf;2002-03-19;16.197,66
uf;2002-03-20;16.197,66
uf;2002-03-21;16.197,66
uf;2002-03-22;16.197,66
uf;2002-03-23;16.197,66
uf;2002-03-24;16.197,66
uf;2002-03-25;16.197,66
uf;2002-03-26;16.197,66
uf;2002-03-27;16.197,66
uf;2002-03-28;16.197,66
uf;2002-03-29;16.197,66
uf;2002-03-30;16.197,66
uf;2002-03-31;16.197,66
uf;2002-04-01;16.197,66
uf;2002-04-02;16.197,66
uf;2002-04-03;16.197,66
uf;2002-04-04;16.197,66
uf;2002-04-05;16.197,66
uf;2002-04-06;16.197,66
uf;2002-04-07;16.197,66
uf;2002-04-08;16.197,66
uf;2002-04-09;16.197,66
uf;2002-04-10;16.200,35
uf;2002-04-11;16.203,05
uf;2002-04-12;16.205,74
uf;2002-04-13;16.208,44
uf;2002-04-14;16.211,13
uf;2002-04-15;16.213,83
uf;2002-04-16;16.216,52
uf;2002-04-17;16.219,22
uf;2002-04-18;16.221,91
uf;2002-04-19;16.224,61
uf;2002-04-20;16.227,31
uf;2002-04-21;16.230,01
uf;2002-04-22;16.232,71
uf;2002-04-23;16.235,40
uf;2002-04-24;16.238,10
uf;2002-04-25;16.240,80
uf;2002-04-26;16.243,50
uf;2002-04-27;16.246,20
uf;2002-04-28;16.248,91
uf;2002-04-29;16.251,61
uf;2002-04-30;16.254,31
uf;2002-05-01;16.257,01
uf;2002-05-02;16.259,71
uf;2002-05-03;16.262,42
uf;2002-05-04;16.265,12
uf;2002-05-05;16.267,83
uf;2002-05-06;16.270,53
uf;2002-05-07;16.273,24
uf;2002-05-08;16.275,94
uf;2002-05-09;16.278,65
uf;2002-05-10;16.280,75
uf;2002-05-11;16.282,84
uf;2002-05-12;16.284,94
uf;2002-05-13;16.287,04
uf;2002-05-14;16.289,13
uf;2002-05-15;16.291,23
uf;2002-05-16;16.293,33
uf;2002-05-17;16.295,43
uf;2002-05-18;16.297,53
uf;2002-05-19;16.299,63
uf;2002-05-20;16.301,73
uf;2002-05-21;16.303,82
uf;2002-05-22;16.305,92
uf;2002-05-23;16.308,02
uf;2002-05-24;16.310,12
uf;2002-05-25;16.312,23
uf;2002-05-26;16.314,33
uf;2002-05-27;16.316,43
uf;2002-05-28;16.318,53
uf;2002-05-29;16.320,63
uf;2002-05-30;16.322,73
uf;2002-05-31;16.324,83
uf;2002-06-01;16.326,94
uf;2002-06-02;16.329,04
uf;2002-06-03;16.331,14
uf;2002-06-04;16.333,24
uf;2002-06-05;16.335,35
uf;2002-06-06;16.337,45
uf;2002-06-07;16.339,56
uf;2002-06-08;16.341,66
uf;2002-06-09;16.343,76
uf;2002-06-10;16.344,30
uf;2002-06-11;16.344,85
uf;2002-06-12;16.345,39
uf;2002-06-13;16.345,94
uf;2002-06-14;16.346,48
uf;2002-06-15;16.347,03
uf;2002-06-16;16.347,57
uf;2002-06-17;16.348,12
uf;2002-06-18;16.348,66
uf;2002-06-19;16.349,21
uf;2002-06-20;16.349,75
uf;2002-06-21;16.350,30
uf;2002-06-22;16.350,84
uf;2002-06-23;16.351,39
uf;2002-06-24;16.351,93
uf;2002-06-25;16.352,47
uf;2002-06-26;16.353,02
uf;2002-06-27;16.353,56
uf;2002-06-28;16.354,11
uf;2002-06-29;16.354,65
uf;2002-06-30;16.355,20
uf;2002-07-01;16.355,74
uf;2002-07-02;16.356,29
uf;2002-07-03;16.356,83
uf;2002-07-04;16.357,38
uf;2002-07-05;16.357,92
uf;2002-07-06;16.358,47
uf;2002-07-07;16.359,01
uf;2002-07-08;16.359,56
uf;2002-07-09;16.360,10
uf;2002-07-10;16.359,57
uf;2002-07-11;16.359,04
uf;2002-07-12;16.358,52
uf;2002-07-13;16.357,99
uf;2002-07-14;16.357,46
uf;2002-07-15;16.356,93
uf;2002-07-16;16.356,40
uf;2002-07-17;16.355,88
uf;2002-07-18;16.355,35
uf;2002-07-19;16.354,82
uf;2002-07-20;16.354,29
uf;2002-07-21;16.353,77
uf;2002-07-22;16.353,24
uf;2002-07-23;16.352,71
uf;2002-07-24;16.352,18
uf;2002-07-25;16.351,65
uf;2002-07-26;16.351,13
uf;2002-07-27;16.350,60
uf;2002-07-28;16.350,07
uf;2002-07-29;16.349,54
uf;2002-07-30;16.349,02
uf;2002-07-31;16.348,49
uf;2002-08-01;16.347,96
uf;2002-08-02;16.347,43
uf;2002-08-03;16.346,91
uf;2002-08-04;16.346,38
uf;2002-08-05;16.345,85
uf;2002-08-06;16.345,32
uf;2002-08-07;16.344,79
uf;2002-08-08;16.344,27
uf;2002-08-09;16.343,74
uf;2002-08-10;16.345,84
uf;2002-08-11;16.347,95
uf;2002-08-12;16.350,06
uf;2002-08-13;16.352,16
uf;2002-08-14;16.354,27
uf;2002-08-15;16.356,37
uf;2002-08-16;16.358,48
uf;2002-08-17;16.360,59
uf;2002-08-18;16.362,69
uf;2002-08-19;16.364,80
uf;2002-08-20;16.366,91
uf;2002-08-21;16.369,02
uf;2002-08-22;16.371,12
uf;2002-08-23;16.373,23
uf;2002-08-24;16.375,34
uf;2002-08-25;16.377,45
uf;2002-08-26;16.379,56
uf;2002-08-27;16.381,67
uf;2002-08-28;16.383,78
uf;2002-08-29;16.385,89
uf;2002-08-30;16.388,00
uf;2002-08-31;16.390,11
uf;2002-09-01;16.392,22
uf;2002-09-02;16.394,33
uf;2002-09-03;16.396,44
uf;2002-09-04;16.398,55
uf;2002-09-05;16.400,66
uf;2002-09-06;16.402,78
uf;2002-09-07;16.404,89
uf;2002-09-08;16.407,00
uf;2002-09-09;16.409,11
uf;2002-09-10;16.411,29
uf;2002-09-11;16.413,48
uf;2002-09-12;16.415,66
uf;2002-09-13;16.417,85
uf;2002-09-14;16.420,03
uf;2002-09-15;16.422,22
uf;2002-09-16;16.424,40
uf;2002-09-17;16.426,59
uf;2002-09-18;16.428,77
uf;2002-09-19;16.430,96
uf;2002-09-20;16.433,15
uf;2002-09-21;16.435,33
uf;2002-09-22;16.437,52
uf;2002-09-23;16.439,71
uf;2002-09-24;16.441,90
uf;2002-09-25;16.444,08
uf;2002-09-26;16.446,27
uf;2002-09-27;16.448,46
uf;2002-09-28;16.450,65
uf;2002-09-29;16.452,84
uf;2002-09-30;16.455,03
uf;2002-10-01;16.457,22
uf;2002-10-02;16.459,41
uf;2002-10-03;16.461,60
uf;2002-10-04;16.463,79
uf;2002-10-05;16.465,98
uf;2002-10-06;16.468,17
uf;2002-10-07;16.470,36
uf;2002-10-08;16.472,55
uf;2002-10-09;16.474,75
uf;2002-10-10;16.478,99
uf;2002-10-11;16.483,22
uf;2002-10-12;16.487,46
uf;2002-10-13;16.491,70
uf;2002-10-14;16.495,94
uf;2002-10-15;16.500,18
uf;2002-10-16;16.504,42
uf;2002-10-17;16.508,66
uf;2002-10-18;16.512,91
uf;2002-10-19;16.517,15
uf;2002-10-20;16.521,40
uf;2002-10-21;16.525,64
uf;2002-10-22;16.529,89
uf;2002-10-23;16.534,14
uf;2002-10-24;16.538,39
uf;2002-10-25;16.542,64
uf;2002-10-26;16.546,90
uf;2002-10-27;16.551,15
uf;2002-10-28;16.555,40
uf;2002-10-29;16.559,66
uf;2002-10-30;16.563,92
uf;2002-10-31;16.568,18
uf;2002-11-01;16.572,44
uf;2002-11-02;16.576,70
uf;2002-11-03;16.580,96
uf;2002-11-04;16.585,22
uf;2002-11-05;16.589,48
uf;2002-11-06;16.593,75
uf;2002-11-07;16.598,01
uf;2002-11-08;16.602,28
uf;2002-11-09;16.606,55
uf;2002-11-10;16.611,51
uf;2002-11-11;16.616,47
uf;2002-11-12;16.621,44
uf;2002-11-13;16.626,40
uf;2002-11-14;16.631,37
uf;2002-11-15;16.636,33
uf;2002-11-16;16.641,30
uf;2002-11-17;16.646,27
uf;2002-11-18;16.651,25
uf;2002-11-19;16.656,22
uf;2002-11-20;16.661,20
uf;2002-11-21;16.666,17
uf;2002-11-22;16.671,15
uf;2002-11-23;16.676,13
uf;2002-11-24;16.681,11
uf;2002-11-25;16.686,09
uf;2002-11-26;16.691,08
uf;2002-11-27;16.696,06
uf;2002-11-28;16.701,05
uf;2002-11-29;16.706,04
uf;2002-11-30;16.711,03
uf;2002-12-01;16.716,02
uf;2002-12-02;16.721,02
uf;2002-12-03;16.726,01
uf;2002-12-04;16.731,01
uf;2002-12-05;16.736,00
uf;2002-12-06;16.741,00
uf;2002-12-07;16.746,00
uf;2002-12-08;16.751,01
uf;2002-12-09;16.756,01
uf;2002-12-10;16.755,47
uf;2002-12-11;16.754,93
uf;2002-12-12;16.754,39
uf;2002-12-13;16.753,85
uf;2002-12-14;16.753,31
uf;2002-12-15;16.752,77
uf;2002-12-16;16.752,22
uf;2002-12-17;16.751,68
uf;2002-12-18;16.751,14
uf;2002-12-19;16.750,60
uf;2002-12-20;16.750,06
uf;2002-12-21;16.749,52
uf;2002-12-22;16.748,98
uf;2002-12-23;16.748,44
uf;2002-12-24;16.747,90
uf;2002-12-25;16.747,36
uf;2002-12-26;16.746,82
uf;2002-12-27;16.746,28
uf;2002-12-28;16.745,74
uf;2002-12-29;16.745,20
uf;2002-12-30;16.744,66
uf;2002-12-31;16.744,12
uf;2003-01-01;16.743,58
uf;2003-01-02;16.743,04
uf;2003-01-03;16.742,50
uf;2003-01-04;16.741,96
uf;2003-01-05;16.741,42
uf;2003-01-06;16.740,87
uf;2003-01-07;16.740,33
uf;2003-01-08;16.739,79
uf;2003-01-09;16.739,25
uf;2003-01-10;16.737,09
uf;2003-01-11;16.734,92
uf;2003-01-12;16.732,76
uf;2003-01-13;16.730,60
uf;2003-01-14;16.728,43
uf;2003-01-15;16.726,27
uf;2003-01-16;16.724,11
uf;2003-01-17;16.721,95
uf;2003-01-18;16.719,78
uf;2003-01-19;16.717,62
uf;2003-01-20;16.715,46
uf;2003-01-21;16.713,30
uf;2003-01-22;16.711,14
uf;2003-01-23;16.708,98
uf;2003-01-24;16.706,82
uf;2003-01-25;16.704,66
uf;2003-01-26;16.702,50
uf;2003-01-27;16.700,34
uf;2003-01-28;16.698,18
uf;2003-01-29;16.696,02
uf;2003-01-30;16.693,86
uf;2003-01-31;16.691,70
uf;2003-02-01;16.689,55
uf;2003-02-02;16.687,39
uf;2003-02-03;16.685,23
uf;2003-02-04;16.683,07
uf;2003-02-05;16.680,92
uf;2003-02-06;16.678,76
uf;2003-02-07;16.676,60
uf;2003-02-08;16.674,45
uf;2003-02-09;16.672,29
uf;2003-02-10;16.672,89
uf;2003-02-11;16.673,48
uf;2003-02-12;16.674,08
uf;2003-02-13;16.674,67
uf;2003-02-14;16.675,27
uf;2003-02-15;16.675,86
uf;2003-02-16;16.676,46
uf;2003-02-17;16.677,05
uf;2003-02-18;16.677,65
uf;2003-02-19;16.678,24
uf;2003-02-20;16.678,84
uf;2003-02-21;16.679,43
uf;2003-02-22;16.680,03
uf;2003-02-23;16.680,62
uf;2003-02-24;16.681,22
uf;2003-02-25;16.681,81
uf;2003-02-26;16.682,41
uf;2003-02-27;16.683,01
uf;2003-02-28;16.683,60
uf;2003-03-01;16.684,20
uf;2003-03-02;16.684,79
uf;2003-03-03;16.685,39
uf;2003-03-04;16.685,98
uf;2003-03-05;16.686,58
uf;2003-03-06;16.687,18
uf;2003-03-07;16.687,77
uf;2003-03-08;16.688,37
uf;2003-03-09;16.688,96
uf;2003-03-10;16.693,25
uf;2003-03-11;16.697,54
uf;2003-03-12;16.701,83
uf;2003-03-13;16.706,13
uf;2003-03-14;16.710,42
uf;2003-03-15;16.714,72
uf;2003-03-16;16.719,01
uf;2003-03-17;16.723,31
uf;2003-03-18;16.727,61
uf;2003-03-19;16.731,91
uf;2003-03-20;16.736,21
uf;2003-03-21;16.740,52
uf;2003-03-22;16.744,82
uf;2003-03-23;16.749,12
uf;2003-03-24;16.753,43
uf;2003-03-25;16.757,74
uf;2003-03-26;16.762,04
uf;2003-03-27;16.766,35
uf;2003-03-28;16.770,66
uf;2003-03-29;16.774,97
uf;2003-03-30;16.779,29
uf;2003-03-31;16.783,60
uf;2003-04-01;16.787,92
uf;2003-04-02;16.792,23
uf;2003-04-03;16.796,55
uf;2003-04-04;16.800,87
uf;2003-04-05;16.805,18
uf;2003-04-06;16.809,50
uf;2003-04-07;16.813,83
uf;2003-04-08;16.818,15
uf;2003-04-09;16.822,47
uf;2003-04-10;16.829,16
uf;2003-04-11;16.835,85
uf;2003-04-12;16.842,55
uf;2003-04-13;16.849,25
uf;2003-04-14;16.855,95
uf;2003-04-15;16.862,65
uf;2003-04-16;16.869,36
uf;2003-04-17;16.876,07
uf;2003-04-18;16.882,78
uf;2003-04-19;16.889,49
uf;2003-04-20;16.896,21
uf;2003-04-21;16.902,93
uf;2003-04-22;16.909,65
uf;2003-04-23;16.916,38
uf;2003-04-24;16.923,10
uf;2003-04-25;16.929,83
uf;2003-04-26;16.936,57
uf;2003-04-27;16.943,30
uf;2003-04-28;16.950,04
uf;2003-04-29;16.956,78
uf;2003-04-30;16.963,53
uf;2003-05-01;16.970,27
uf;2003-05-02;16.977,02
uf;2003-05-03;16.983,77
uf;2003-05-04;16.990,53
uf;2003-05-05;16.997,28
uf;2003-05-06;17.004,04
uf;2003-05-07;17.010,81
uf;2003-05-08;17.017,57
uf;2003-05-09;17.024,34
uf;2003-05-10;17.023,79
uf;2003-05-11;17.023,24
uf;2003-05-12;17.022,69
uf;2003-05-13;17.022,14
uf;2003-05-14;17.021,59
uf;2003-05-15;17.021,04
uf;2003-05-16;17.020,49
uf;2003-05-17;17.019,94
uf;2003-05-18;17.019,40
uf;2003-05-19;17.018,85
uf;2003-05-20;17.018,30
uf;2003-05-21;17.017,75
uf;2003-05-22;17.017,20
uf;2003-05-23;17.016,65
uf;2003-05-24;17.016,10
uf;2003-05-25;17.015,55
